id,title,announcementTitle,shortAnnouncementTitle,status,type,accessType,endAt,startAt,division/id,division/name,division/lat,division/lng,tags/0/name,tags/1/name,merchant/id,merchant/name,merchant/websiteUrl,options/0/expiresInDays,options/0/redemptionLocations/0/name,options/0/redemptionLocations/0/streetAddress1,options/0/redemptionLocations/0/streetAddress2,options/0/redemptionLocations/0/state,options/0/redemptionLocations/0/city,options/0/redemptionLocations/0/neighborhood,options/0/redemptionLocations/0/postalCode,options/0/redemptionLocations/0/country
a-taste-of-california-2-san-jose,$59 for a 12-Bottle Sampler of Award-Winning California Wines from A Taste of California ($205.87 Value),71% Off Six Bottles of California Wines,12 Bottles of CA Wines,open,groupon,extended,2041-03-06T07:59:59Z,2016-10-31T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Recreational Drugs,Wine - Variety (Retail),a-taste-of-california,A Taste of California,http://atasteofcaliforniawine.com/,90,,,,,,,,
blue-water-seafood-crab-2-4,Sea Food at Blue Water Seafood & Crab (Up to 41% Off),Up to 41% Off Sea Food at Blue Water Seafood & Crab,Sea Food ,open,groupon,extended,2041-05-15T06:59:59Z,2017-01-09T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Seafood,Seafood Restaurant,blue-water-seafood-and-crab,Blue Water Seafood & Crab,http://bluewaterseafoodandcrab.com/,120,Willow Glen,860 Willow St.,Suite 100,CA,San Jose,Willow Glen,95125,US
bar-bay-grill,"Dinner at Bar Bay Grill (Up to 40% Off), Two Options Available ",Up to 40% Off Dinner at Bar Bay Grill,Asian Cuisine ,open,groupon,extended,2041-08-09T06:59:59Z,2017-04-05T07:00:00Z,san-jose,San Jose,37.3394,-121.895,East Asian Cuisine,Asian Fusion Cuisine,bar-bay-grill-1,Bar Bay Grill,https://www.facebook.com/barbaygrillsj/,120,Loma Linda,375 Saratoga Avenue,,CA,San Jose,Loma Linda,95129,US
stilettos-and-wine-bar,Two Wine Flights and One Appetizer at Stilettos Wine Bar (Up to 45% Off) ,Up to 45% Off at Stilettos Wine Bar,Wine Flights,open,groupon,extended,2040-07-06T06:59:59Z,2016-03-02T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Caf̩e / Bar Offerings,Wine Bar,stilettos-and-wine-bar,Stilettos Wine Bar,http://www.stilettoswinebars.com/,120,Saratoga Village,14527 Big Basin Way,,CA,Saratoga,Saratoga Village,95070,US
etchedwinecom-san-jose,"6, 12, or 24 Personalized Mini Wedding Wine Bottles from EtchedWine.com (Up to 56% Off)",Up to 56% Off Personalized Mini Wedding Wine Bottles,Personalized Mini Wine Bottles,open,groupon,extended,2040-12-06T07:59:59Z,2016-08-02T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Customizables,Customizable Food and Drink,miramonte-winery-temecula,Etchedwine.com,http://www.etchedwine.com/,90,,,,,,,,
hellofresh-2017-national-2,One or Two Weeks of Wholesome Cook-at-Home Meals for Two or Four from HelloFresh (Up to 55% Off)  ,Up to 55% off Wholesome Cook-at-Home Meals from HelloFresh,Classic Meal Delivery,open,groupon,extended,2041-06-29T06:59:59Z,2017-02-23T05:00:00Z,bakersfield,Bakersfield,35.3733,-119.019,Subscriptions,Food - Prepared Subscription,hello-fresh-3,HelloFresh,https://www.hellofresh.com/,180,,,,,,,,
splash-wines-2469-national,15-Bottle Wine Package from Splash Wines (Up to 75% Off)    ,Up to 75% Off 15-Bottle Wine Package from Splash Wines ,15-Bottle Wine Package,open,groupon,extended,2041-04-01T06:59:59Z,2016-11-26T05:00:00Z,abilene,"Abilene, TX",32.4487,-99.7331,Recreational Drugs,Wine - Variety (Retail),splash-wines,Splash Wines,http://www.splashwines.com/default.aspx,90,,,,,,,,
loving-hut-3,$15 for $25 Worth of Pan-Asian Vegan Food at Loving Hut,$15 for Pan-Asian Vegan Food at Loving Hut Milpitas,Vegan Food - Loving Hut Milpitas,open,groupon,extended,2038-07-21T06:59:59Z,2014-03-17T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Eclectic Cuisine,Vegan Restaurant / Cuisine,loving-hut-milpitas,Loving Hut,http://lovinghut.us/milpitas/,180,Milpitas,516 Barber Ln.,,CA,Milpitas,Milpitas,95035,US
clos-lachance-wines-3,"VIP Winery Tour and Tasting for Two, Four, or Six at Clos LaChance Wines (Up to 61% Off)",Up to 61% Off Wine Tour and Tasting,VIP Winery Tour and Tasting,open,groupon,extended,2040-07-13T06:59:59Z,2016-03-09T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Experiential Dining,Tour - Wine / Vineyard,clos-la-chance-wines,Clos LaChance Wines,http://www.clos.com,120,San Martin,1 Hummingbird Lane,,CA,San Martin,South Santa Clara Valley,95046,US
afternoon-delight-147,6 or 12 Bottles of Fruit-Infused Moscato with govino Wine Glasses from Afternoon Delight (59% Off)  ,59% Off Moscato and Wine Glasses from Afternoon Delight  ,Fruit-Infused Moscato & Glasses,open,groupon,extended,2040-07-06T06:59:59Z,2016-03-02T05:00:00Z,akron-canton,Akron / Canton,41.0814,-81.519,Wine - White - Moscato (Retail),Recreational Drugs,afternoon-delight-1,Afternoon Delight,http://afternoondelightwine.com/,180,,,,,,,,
faultline-brewing-5,$12 for Two Flights of Five Beers and One Appetizer at Faultline Brewing Company (Up to $26.50 Value),55% Off Beer Flights and Appetizer,Beer Flights,open,groupon,extended,2039-02-04T07:59:59Z,2014-10-01T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Restaurant Specialty - Beer Tasting / Flights,Tastings,faultline-brewing,Faultline Brewing,http://www.faultlinebrewing-bayarea.com/,120,Sunnyvale,1235 Oakmead Pkwy.,,CA,Sunnyvale,Sunnyvale,94085,US
barclays-wine-519-san-jose,Four Bottles of Award-Winning 2014 Les Chartrons Bordeaux with Shipping Included from Barclays Wine ($135.91 Value) ,64% Off Four Bottles of French Bordeaux ,Four Bottles of Red French Wine,open,groupon,extended,2040-05-27T06:59:59Z,2016-01-22T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Wine - Vintage (Retail),Recreational Drugs,barclays-wine,Barclays Wine,http://www.barclayswine.com/,90,,,,,,,,
cafe-artemis-1,Turkish and Greek Dinner for Two or Four at Cafe Artemis (Up to 41% Off),Up to 41% Off a Turkish and Greek Dinner at Cafe Artemis,Turkish and Greek Dinner,open,groupon,extended,2040-10-07T06:59:59Z,2016-06-03T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Mediterranean Cuisine,,cafe-artemis,Cafe Artemis,http://www.cafeartemis.com/,120,Cafe Artemis,1875 S Bascom Ave.,Suite: 300,CA,Campbell,Pruneyard,95008,US
heartwood-oak-holiday-wine-gift-set-national,"12 Bottles of Premium Wine Plus Sparkling Wine, Two govino Flutes, and a $75 e-Voucher from Heartwood & Oak",81% Off 12 Bottles of Premium Wine Bundle,12 Bottle Wine Bundle,closed,groupon,extended,2041-04-21T06:59:59Z,2016-12-15T05:00:00Z,abilene,"Abilene, TX",32.4487,-99.7331,Recreational Drugs,Wine - Variety (Retail),heartwood-oak,Heartwood & Oak,http://heartwoodandoak.com/,90,,,,,,,,
personal-trainer-food-769-san-jose,28-Day REV! Weight Loss Meal Program or $200 Towards Any 28-Day Meal Program at Personal Trainer Food (Up to 50% Off )    ,Up to 50% Off Weight Loss Meal Delivery ,Weight Loss Meal Programs,open,groupon,extended,2040-07-21T06:59:59Z,2016-03-17T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Subscriptions,Food - Prepared Subscription,personal-trainer-food,Personal Trainer Food,http://www.personaltrainerfood.com/Deal,90,,,,,,,,
wine-greeting-san-jose,Custom Etched on California Wine Bottles (Up to 61% Off),Custom Etched on California Wine Bottles (Up to 61% Off),Custom Etched Bottles of Wine,open,groupon,extended,2041-01-20T07:59:59Z,2016-09-16T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Customizables,Customizable Food and Drink,wine-greeting-com-llc,WineGreeting.com LLC,http://WineGreeting.com,90,,,,,,,,
yogurt-love-los-gatos-1,$12 for Frozen Yogurts at Yogurt & Love Los Gatos ($20 Value),40% Off Frozen Yogurts at Yogurt & Love Los Gatos,Frozen Yogurts,open,groupon,extended,2041-06-28T06:59:59Z,2017-02-22T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Frozen Yogurt (Bakery & Dessert Parlor),Bakery & Desserts,yogurt-love-los-gatos,Yogurt & Love Los Gatos,http://www.yogurtandlovelg.com/,120,East Los Gatos,33 East Main Street,,CA,Los Gatos,East Los Gatos,95030,US
hoolala-chicken,"Dinner for Two or Four, or Lunch Entree and Drinks for Two at Hoolala Chicken (49% Off)",Up to 49% Off Lunch or Dinner at Hoolala Chicken,Korean Fusion,open,groupon,extended,2041-06-06T06:59:59Z,2017-01-31T08:00:00Z,san-jose,San Jose,37.3394,-121.895,East Asian Cuisine,Korean Cuisine,hoolala-chicken,Hoolala Chicken,https://www.yelp.com/biz/hoolala-chicken-sunnyvale-3,120,Heritage District,155 South Murphy Avenue,,CA,Sunnyvale,Heritage District,94086,US
monogram-online-4392-san-jose,Customized Gifts for Him from Monogram Online (Up to Half Off).,Up to Half Off Customized Gifts for Him from Monogram Online,Customized Gifts for Him,open,groupon,extended,2040-03-28T06:59:59Z,2015-11-23T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Customizables,Customizable Food and Drink,monogram-online,Monogram Online,http://www.monogramonline.com/,90,,,,,,,,
heartwood-oak-340-san-jose,$49 for Four Bottles of Bear Hug Wine with Free Shipping from Heartwood & Oak ($125.91 Value) ,61% Off Four Bottles of Red & White Wine from Heartwood & Oak  ,4 Bottles of Red & White Wine,open,groupon,extended,2040-06-05T06:59:59Z,2016-02-03T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Recreational Drugs,Wine - Variety (Retail),heartwood-oak,Heartwood & Oak,http://heartwoodandoak.com,90,,,,,,,,
chaat-paradise-3,Indian Food at Chaat Paradise (Up to 56% Off),Up to 56% Off Indian Food at Chaat Paradise,Indian Food,open,groupon,extended,2041-06-13T06:59:59Z,2017-02-07T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Indian Cuisine,South Asian Cuisine,chaat-paradise,Chaat Paradise,http://www.chaatparadise.com/,120,Martens - Carmelita,165 E. Camino Real,,CA,Mountain View,Martens - Carmelita,94040,US
it-s-it-cookie-dough-san-jose,12 Ice Cream Sandwiches with Optional 12 Cookies at It's-It Ice Cream (Up to 45% Off)  ,Up to 45% Off from It's-It Ice Cream,It's-It Ice Cream Treats,open,groupon,extended,2039-03-23T06:59:59Z,2014-11-17T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Ice Cream (Bakery & Dessert Parlor),Bakery & Desserts,it-s-it-cookie-dough,It's-It Ice Cream,http://www.itsiticecream.com/,120,Burlingame,865 Burlway Rd.,,CA,Burlingame,Inner Bayshore,94010,US
munchery-7-san-jose,Small or Large Plaid Box Dinner Cooking Kits Delivery from Munchery (Up to 52% Off). First Time Users Only.,Up to 52% Off from Munchery,Pre-Prepared Meal Delivery ,open,groupon,extended,2041-01-03T07:59:59Z,2016-08-30T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Subscriptions,Food - Prepared Subscription,munchery,Munchery,https://munchery.com/signup-page?t=vridge&a=0nogv4&d=hvwli7&o=groupon&utm_medium=cpc&utm_source=groupon&utm_campaign=UA_XX_XX_X_XX_X_XXX_XXX_XX_SHP&utm_content=UA_XX_XX_X_XX_X_XXX_XXX_XX_SHP&utm_term=UA_XX_XX_X_XX_X_XXX_XXX_XX_SHP_vridge_0nogv4_hvwli7,90,,,,,,,,
asteria-grill-1-4,Greek Dinner for Two or Four at Asteria Grill (Up to 43% Off),Up to 43% Off Greek Food at Asteria Grill,Greek Food,open,groupon,extended,2041-03-06T07:59:59Z,2016-10-31T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Mediterranean Cuisine,Greek Cuisine,asteria-grill,Asteria Grill,http://www.asteriagrill.com/,120,Lakewood,502 Ross Drive,,CA,Sunnyvale,Lakewood,94089,US
miramonte-winery-16-san-jose,One or Two Custom-Engraved Bottles of Wine from Miramonte Winery (Up to 59% Off),Up to 59% Off Custom-Engraved Bottles of Wine,Custom-Engraved Wine Bottles,open,groupon,extended,2039-03-28T06:59:59Z,2014-11-22T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Wine (Retail),Recreational Drugs,miramonte-winery-temecula,Miramonte Winery,http://www.etchedwine.com/,90,,,,,,,,
j-lohr-vineyards-wines-1,"Friday Wine and Cheese Tasting for Two, Four, or Six at J. Lohr Vineyards & Wines (Up to 44% Off) ",Up to 44% Off Friday Wine and Cheese Tasting ,Wine and Cheese Tasting,open,groupon,extended,2039-05-16T06:59:59Z,2015-01-10T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Restaurant Specialty - Wine Tasting / Flight,Tastings,j-lohr-vineyards-wines,J. Lohr Vineyards & Wines,http://www.jlohr.com/,120,Shasta-Hanchett,1000 Lenzen Ave,,CA,San Jose,Garden Alameda,95126,US
the-vegan-garden-465-san-jose,$79 for a Five-Day Slim & Trim Meal Delivery from The Vegan Garden ($210 Value)    ,62% Off Delivery of Healthy Vegan Meals  ,Delivery of Healthy Vegan Meals,open,groupon,extended,2039-09-17T06:59:59Z,2015-05-14T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Subscriptions,Food - Prepared Subscription,the-vegan-garden,The Vegan Garden,http://thevegangarden.com,90,,,,,,,,
gumba-s-italian-restaurant-pizzeria-1,Italian Meal and House Wine for Two or Four at Gumba's Italian Restaurant & Pizzeria (Up to 53% Off),Up to 53% Off at Gumba's Italian Restaurant & Pizzeria,Italian Meal with House Wine,open,groupon,extended,2039-01-06T07:59:59Z,2014-09-02T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Italian Cuisine,,gumba-s-italian-restaurant,Gumba's Italian Restaurant & Pizzeria,http://ilovegumbas.com/,180,Downtown Sunnyvale ,176 S Murphy Ave.,,CA,Sunnyvale,Heritage District,94086,US
rocky-mountain-chocolate-factory-milpitas-and-concord,Three Caramel Apples or 1.5 Pounds of Fudge at Rocky Mountain Chocolate Factory (Up to 41% Off),Up to 41% Off at Rocky Mountain Chocolate Factory,Caramel Apples or Fudge,open,groupon,extended,2040-11-12T07:59:59Z,2016-07-08T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Candy / Confection / Chocolate (Retail),Groceries,rocky-mountain-chocolate-factory-milpitas,Rocky Mountain Chocolate Factory,http://www.rockymountainchocolatefactory.com,90,Midtown,170 Great Mall Drive,,CA,Milpitas,Midtown,95035,US
barclays-wine-743-san-jose,$59 for Four Bottles of 2012 Arnozan Reserve Bordeaux with Shipping Included from Barclays Wine ($195.91 Value) ,70% Off Four Bottles of Bordeaux,Four Bottles of Bordeaux,open,groupon,extended,2040-06-27T06:59:59Z,2016-02-22T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Wine - Vintage (Retail),Recreational Drugs,barclays-wine,Barclays Wine,http://www.barclayswine.com/,90,,,,,,,,
heartwood-oak-18-77-national,$65 for 15 Bottles of Premium Wine from Heartwood & Oak (Up to $310.85 Value) ,79% Off 15 Bottles of Premium Wine from Heartwood & Oak  ,15 Bottles of Premium Wine,open,groupon,extended,2041-04-06T06:59:59Z,2016-12-01T05:00:00Z,abilene,"Abilene, TX",32.4487,-99.7331,Wine (Retail),Recreational Drugs,heartwood-oak,Heartwood & Oak,http://heartwoodandoak.com,180,,,,,,,,
heartwood-oak-476-san-jose,$45 for Four Bottles of 93-Point Abbazia Moscato with Shipping Included from Heartwood & Oak ($94.91 value) ,53% Off Four Bottles of Abbazia Moscato ,Four Bottles of Abbazia Moscato,open,groupon,extended,2040-07-01T06:59:59Z,2016-02-26T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Wine - White - Moscato (Retail),Recreational Drugs,heartwood-oak,Heartwood & Oak,http://heartwoodandoak.com,90,,,,,,,,
the-monterey-wine-festival-1,VIP Admission for One or Two to the Monterey Wine Festival on June 10 or 11 (Up to 44% Off),Up to 44% Off Wine Festival Admission,Wine Festival Admission,open,groupon,extended,2017-06-11T06:59:59Z,2017-02-17T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Festival - Wine,Fairs & Festivals,the-monterey-wine-festival,The Monterey Wine Festival,http://www.montereywine.com/,,Old Monterey Business District,20 Custom House Plaza,,CA,Monterey,Old Monterey Business District,93940,US
preston-s-candy-ice-cream-2,Chocolate-Tasting Class with Take-Home Treats for Two at Preston’s Candy & Ice Cream in Burlingame ($100 Value),70% Off Chocolate Tasting and Tour in Burlingame,Chocolate Tasting and Tour,open,groupon,extended,2038-06-12T07:59:59Z,2014-02-06T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Tasting - Other,Tastings,preston-s-candy-ice-cream,Preston's Candy & Ice Cream,http://prestonscandy.com,180,Burlingame Terrace,1170 Broadway,,CA,Burlingame,Burlingame Terrace,94010,US
tutti-frutti-14,$11.98 for $20 Worth of Frozen Yogurt and Dippin Dots at Tutti Frutti in Sunvalley Mall ,40% Off Frozen Yogurt and Dippin Dots at Tutti Frutti ,Frozen Yogurt and Dippin Dots,open,groupon,extended,2040-07-19T06:59:59Z,2016-03-15T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Frozen Yogurt (Bakery & Dessert Parlor),Bakery & Desserts,tutti-frutti-eastridge-mall,Tutti Frutti-Sunvalley Mall,http://www.tfyogurt.com/index.php,90,Tutti Frutti-Sunvalley Mall,1 Sunvalley Mall,"Lower Level, across from McDonald's",CA,Concord,Concord,94520,US
barclays-wine-inc-nat-357-national,15 Bottles of Wine with Corkscrew and $75 e-Voucher from Barclays Wine (80% Off) ,80% Off 15-Bottles of Wine Package  ,15-Bottle Wine Package,open,groupon,extended,2041-04-03T07:59:59Z,2016-11-28T05:00:00Z,abilene,"Abilene, TX",32.4487,-99.7331,Recreational Drugs,Wine - Variety (Retail),barclays-wine,Barclays Wine,http://www.barclayswine.com/,90,,,,,,,,
ristorante-bella-vita-1-4,$22 for $40 Worth of Italian Dinner for Two or More at Ristorante Bella Vita,45% Off Dinner for Two at Ristorante Bella Vita,Italian Dinner ,open,groupon,extended,2039-09-26T06:59:59Z,2015-05-23T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Italian Cuisine,,ristorante-bella-vita,Ristorante Bella Vita,http://www.dinebellavita.com/,120,North Los Altos,376 1st Street,,CA,Los Altos,North Los Altos,94022,US
the-vegan-garden-783-san-jose,Delivery of 14 Chef-Prepared Dinners and 14 Desserts or Breakfasts from The Vegan Garden (Up to 58% Off) ,Up to 58% Off Delivery of Healthy Meals ,Delivery of Healthy Meals,open,groupon,extended,2040-03-25T06:59:59Z,2015-11-20T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Subscriptions,Food - Prepared Subscription,the-vegan-garden,The Vegan Garden,http://www.thevegangarden.com,90,,,,,,,,
treasure-island-flea-8-19,Admission and Beverages for 2 or 4 to Treasure Island Flea (Up to 61% Off). Six Options Available.  ,Up to 61% Off Admission to Treasure Island Flea,Flea Market Festival Admission,open,groupon,extended,2017-05-01T06:59:59Z,2017-02-15T08:00:00Z,modesto,Modesto,37.6391,-120.997,Fairs & Festivals,Festival - Food,treasure-island-flea,Treasure Island Flea,http://www.TreasureIslandFlea.com,,Treasure Island,1 Avenue of the Palms,,CA,San Francisco,Treasure Island,94130,US
wine-insiders-924-san-jose,$59 for Four Bottles of French Wine with Shipping and Corkscrew Included from Wine Insiders ($149.90 Value),61% Off Four Bottles of French Wine from Wine Insiders,Four Bottles of French Wine,open,groupon,extended,2041-03-24T06:59:59Z,2016-11-18T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Recreational Drugs,Wine - Variety (Retail),wine-insiders,Wine Insiders,http://www.wineinsiders.com/,90,,,,,,,,
charlie-s-cheesecake-works,$14 for Two Dozen 1oz. Bite-Size Charlie's Cheesecake Poppers at Charlie's Cheesecake Works ($22 Value)   ,36% Off 1 oz. Bite-Size Charlie's Cheesecake Poppers ,Charlie's Cheesecake Poppers,open,groupon,extended,2039-08-07T06:59:59Z,2015-04-03T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Cupcake (Bakery & Dessert Parlor),Bakery & Desserts,charlie-s-cheesecake-works,Charlie's Cheesecake Works,http://bit.ly/34ojsR,90,San Jose,1179 Redmond Avenue,,CA,San Jose,Almaden Valley,95120,US
get-maine-lobster-2-san-jose,Lobster Dinners for Two or Eight Lobster Tails from Get Maine Lobster (Up to 56% Off). Three Options Available.,Up to 56% Off Lobster Dinners from Get Maine Lobster,Lobster Dinners,open,groupon,extended,2041-06-02T06:59:59Z,2017-01-27T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Seafood / Fresh Fish (Retail),Groceries,get-maine-lobster-com,Get Maine Lobster,https://getmainelobster.com/,90,,,,,,,,
the-singing-winemaker,Wine Tasting for Two or Four and One or Two Take-Home Bottles of Wine at The Singing Wine Maker (Up to 52% Off),Up to 52% Off at The Singing Wine Maker,Wine Tasting and Take-Home Wine,open,groupon,extended,2041-06-11T07:00:00Z,2017-02-09T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Restaurant Specialty - Wine Tasting / Flight,Tastings,the-singing-winemaker,The Singing Wine Maker,http://thesingingwinemaker.com/,120,Private Reserve,5143 Tesla Road,,CA,Livermore,Private Reserve,94550,US
great-harvest-bread-co-3-11,Breads and More at Great Harvest Bread Company (50% Off). Three Options Available.,50% Off Breads and More at Great Harvest Bread Company,Breads and More,open,groupon,extended,2041-05-24T06:59:59Z,2017-01-18T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Bread (Bakery & Dessert Parlor),Bakery & Desserts,great-harvest-bread-co-5,Great Harvest Bread Company,http://www.greatharvestdublin.com/,120,Camp Parks,5286 Iron Horse Pkwy,,CA,Dublin,Camp Parks,94568,US
heartwood-oak-702-san-jose,"1-, 3-, or 6-Month Wine Club Subscription from Heartwood & Oak (Up to 74% Off). Shipping Included.  ",Up to 74% Off Monthly Wine Club ,Monthly Wine Club Subscription,open,groupon,extended,2040-12-15T07:59:59Z,2016-08-11T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Wine (Retail),Recreational Drugs,heartwood-oak,Heartwood & Oak,https://www.heartwoodandoak.com/,90,,,,,,,,
home-chef-59-san-jose,One or Two Weeks of Three Meals for Two or One week of Three Meals for Four People from Home Chef (Up to 37% Off)  ,Up to 37% Off Meal Deliveries from Home Chef ,Meal-Delivery Service ,open,groupon,extended,2040-09-17T06:59:59Z,2016-05-12T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Subscriptions,Food - Prepared Subscription,home-chef,Home Chef,https://www.homechef.com/,90,,,,,,,,
the-melting-pot-45,Fondue Dinner for Two or Four at The Melting Pot (Up to 42% Off),Up to 42% Off Fondue Dinner at The Melting Pot,Dinner at The Melting Pot,open,groupon,extended,2039-04-23T06:59:59Z,2014-12-18T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Fondue Restaurant,European Cuisine,the-melting-pot-san-mateo,The Melting Pot,http://www.meltingpot.com,120,San Mateo,2 N B St.,,CA,San Mateo,North Central,94401,US
wine-insiders-814-san-jose,Six Bottles of French Red Wines with Shipping Included from Wine Insiders ($227.88 Value)      ,Up to 70% Off 6 Bottles of French Wine ,Six Bottles of French Red Wines,open,groupon,extended,2041-01-26T07:59:59Z,2016-09-22T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Wine - Red (Retail),Recreational Drugs,wine-insiders,Wine Insiders,http://www.wineinsiders.com,90,,,,,,,,
h-i-t-1,Hot Pot Dinner and Drinks at H.I.T. (Up to 36% Off). Two Options Available.,Up to 36% Off Hot Pot and Drinks,Hot Pot and Drinks,open,groupon,extended,2041-03-12T06:59:59Z,2016-11-06T07:00:00Z,san-jose,San Jose,37.3394,-121.895,East Asian Cuisine,Chinese - Hotpot Cuisine,h-i-t,H.I.T,https://www.yelp.com/biz/h-i-t-milpitas-4,120,North San Jose,228 Barber Court,,CA,Milpitas,North San Jose,95035,US
the-melting-pot-san-mateo-1,"Three-Course Fondue Dinner for Two, Four, Six, or Eight at The Melting Pot (Up to 38% Off)",Up to 38% Off Three-Course Fondue Dinner at The Melting Pot,Fondue Dinner at The Melting Pot,open,groupon,extended,2037-06-28T06:59:59Z,2013-02-19T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Fondue Restaurant,European Cuisine,the-melting-pot-san-mateo,The Melting Pot,http://www.meltingpot.com/,120,San Mateo,2 N B St.,,CA,San Mateo,North Central,94401,US
